ubigeo,departamento,provincia,distrito,tipo_area,poblacion,anio
030701,Apurímac,Grau,Chuquibambilla,Total,5314,2017
030702,Apurímac,Grau,Curpahuasi,Urbano,429,2017
030702,Apurímac,Grau,Curpahuasi,Rural,1613,2017
030702,Apurímac,Grau,Curpahuasi,Total,2043,2017
030703,Apurímac,Grau,Gamarra,Urbano,304,2017
030703,Apurímac,Grau,Gamarra,Rural,2622,2017
030703,Apurímac,Grau,Gamarra,Total,2926,2017
030704,Apurímac,Grau,Huayllati,Urbano,370,2017
030704,Apurímac,Grau,Huayllati,Rural,1066,2017
030704,Apurímac,Grau,Huayllati,Total,1437,2017
030705,Apurímac,Grau,Mamara,Urbano,553,2017
030705,Apurímac,Grau,Mamara,Rural,350,2017
030705,Apurímac,Grau,Mamara,Total,903,2017
030706,Apurímac,Grau,Micaela Bastidas,Urbano,437,2017
030706,Apurímac,Grau,Micaela Bastidas,Rural,533,2017
030706,Apurímac,Grau,Micaela Bastidas,Total,971,2017
030707,Apurímac,Grau,Pataypampa,Urbano,423,2017
030707,Apurímac,Grau,Pataypampa,Rural,414,2017
030707,Apurímac,Grau,Pataypampa,Total,837,2017
030708,Apurímac,Grau,Progreso,Urbano,1166,2017
030708,Apurímac,Grau,Progreso,Rural,1952,2017
030708,Apurímac,Grau,Progreso,Total,3119,2017
030709,Apurímac,Grau,San Antonio,Urbano,245,2017
030709,Apurímac,Grau,San Antonio,Rural,42,2017
030709,Apurímac,Grau,San Antonio,Total,287,2017
030710,Apurímac,Grau,Santa Rosa,Urbano,255,2017
030710,Apurímac,Grau,Santa Rosa,Rural,337,2017
030710,Apurímac,Grau,Santa Rosa,Total,592,2017
030711,Apurímac,Grau,Turpay,Urbano,606,2017
030711,Apurímac,Grau,Turpay,Rural,60,2017
030711,Apurímac,Grau,Turpay,Total,666,2017
030712,Apurímac,Grau,Vilcabamba,Urbano,1258,2017
030712,Apurímac,Grau,Vilcabamba,Rural,43,2017
030712,Apurímac,Grau,Vilcabamba,Total,1302,2017
030713,Apurímac,Grau,Virundo,Urbano,648,2017
030713,Apurímac,Grau,Virundo,Rural,56,2017
030713,Apurímac,Grau,Virundo,Total,705,2017
030714,Apurímac,Grau,Curasco,Urbano,477,2017
030714,Apurímac,Grau,Curasco,Rural,809,2017
030714,Apurímac,Grau,Curasco,Total,1286,2017
040101,Arequipa,Arequipa,Arequipa,Urbano,57847,2017
040101,Arequipa,Arequipa,Arequipa,Total,57847,2017
040102,Arequipa,Arequipa,Alto Selva Alegre,Urbano,88055,2017
040102,Arequipa,Arequipa,Alto Selva Alegre,Total,88055,2017
040103,Arequipa,Arequipa,Cayma,Urbano,99952,2017
040103,Arequipa,Arequipa,Cayma,Rural,15,2017
040103,Arequipa,Arequipa,Cayma,Total,99967,2017
040104,Arequipa,Arequipa,Cerro Colorado,Urbano,206859,2017
040104,Arequipa,Arequipa,Cerro Colorado,Rural,254,2017
040104,Arequipa,Arequipa,Cerro Colorado,Total,207113,2017
040105,Arequipa,Arequipa,Characato,Urbano,13428,2017
040105,Arequipa,Arequipa,Characato,Rural,618,2017
040105,Arequipa,Arequipa,Characato,Total,14046,2017
040106,Arequipa,Arequipa,Chiguata,Urbano,2373,2017
040106,Arequipa,Arequipa,Chiguata,Rural,754,2017
040106,Arequipa,Arequipa,Chiguata,Total,3127,2017
040107,Arequipa,Arequipa,Jacobo Hunter,Urbano,52403,2017
040107,Arequipa,Arequipa,Jacobo Hunter,Rural,22,2017
040107,Arequipa,Arequipa,Jacobo Hunter,Total,52425,2017
040108,Arequipa,Arequipa,La Joya,Urbano,31555,2017
040108,Arequipa,Arequipa,La Joya,Rural,4387,2017
040108,Arequipa,Arequipa,La Joya,Total,35943,2017
040109,Arequipa,Arequipa,Mariano Melgar,Urbano,63899,2017
040109,Arequipa,Arequipa,Mariano Melgar,Total,63899,2017
040110,Arequipa,Arequipa,Miraflores,Urbano,62895,2017
040110,Arequipa,Arequipa,Miraflores,Total,62895,2017
040111,Arequipa,Arequipa,Mollebaya,Urbano,4563,2017
040111,Arequipa,Arequipa,Mollebaya,Rural,644,2017
040111,Arequipa,Arequipa,Mollebaya,Total,5207,2017
040112,Arequipa,Arequipa,Paucarpata,Urbano,135922,2017
040112,Arequipa,Arequipa,Paucarpata,Total,135922,2017
040113,Arequipa,Arequipa,Pocsi,Urbano,273,2017
040113,Arequipa,Arequipa,Pocsi,Rural,219,2017
040113,Arequipa,Arequipa,Pocsi,Total,493,2017
040114,Arequipa,Arequipa,Polobaya,Urbano,394,2017
040114,Arequipa,Arequipa,Polobaya,Rural,536,2017
040114,Arequipa,Arequipa,Polobaya,Total,930,2017
040115,Arequipa,Arequipa,Quequeña,Urbano,4932,2017
040115,Arequipa,Arequipa,Quequeña,Rural,110,2017
040115,Arequipa,Arequipa,Quequeña,Total,5042,2017
040116,Arequipa,Arequipa,Sabandia,Urbano,4498,2017
040116,Arequipa,Arequipa,Sabandia,Rural,12,2017
040116,Arequipa,Arequipa,Sabandia,Total,4510,2017
040117,Arequipa,Arequipa,Sachaca,Urbano,25611,2017
040117,Arequipa,Arequipa,Sachaca,Total,25611,2017
040118,Arequipa,Arequipa,San Juan de Siguas,Urbano,501,2017
040118,Arequipa,Arequipa,San Juan de Siguas,Rural,189,2017
040118,Arequipa,Arequipa,San Juan de Siguas,Total,691,2017
040119,Arequipa,Arequipa,San Juan de Tarucani,Urbano,621,2017
040119,Arequipa,Arequipa,San Juan de Tarucani,Rural,868,2017
040119,Arequipa,Arequipa,San Juan de Tarucani,Total,1490,2017
040120,Arequipa,Arequipa,Santa Isabel de Siguas,Urbano,101,2017
040120,Arequipa,Arequipa,Santa Isabel de Siguas,Rural,669,2017
040120,Arequipa,Arequipa,Santa Isabel de Siguas,Total,770,2017
040121,Arequipa,Arequipa,Santa Rita de Siguas,Urbano,6741,2017
040121,Arequipa,Arequipa,Santa Rita de Siguas,Rural,220,2017
040121,Arequipa,Arequipa,Santa Rita de Siguas,Total,6961,2017
040122,Arequipa,Arequipa,Socabaya,Urbano,78262,2017
040122,Arequipa,Arequipa,Socabaya,Rural,499,2017
040122,Arequipa,Arequipa,Socabaya,Total,78761,2017
040123,Arequipa,Arequipa,Tiabaya,Urbano,16611,2017
040123,Arequipa,Arequipa,Tiabaya,Rural,490,2017
040123,Arequipa,Arequipa,Tiabaya,Total,17101,2017
040124,Arequipa,Arequipa,Uchumayo,Urbano,14538,2017
040124,Arequipa,Arequipa,Uchumayo,Rural,852,2017
040124,Arequipa,Arequipa,Uchumayo,Total,15391,2017
040125,Arequipa,Arequipa,Vitor,Urbano,2042,2017
040125,Arequipa,Arequipa,Vitor,Rural,2155,2017
040125,Arequipa,Arequipa,Vitor,Total,4198,2017
040126,Arequipa,Arequipa,Yanahuara,Urbano,26511,2017
040126,Arequipa,Arequipa,Yanahuara,Total,26511,2017
040127,Arequipa,Arequipa,Yarabamba,Urbano,1420,2017
040127,Arequipa,Arequipa,Yarabamba,Rural,37,2017
040127,Arequipa,Arequipa,Yarabamba,Total,1457,2017
040128,Arequipa,Arequipa,Yura,Urbano,35927,2017
040128,Arequipa,Arequipa,Yura,Rural,527,2017
040128,Arequipa,Arequipa,Yura,Total,36454,2017
040129,Arequipa,Arequipa,José Luis Bustamante Y Rivero,Urbano,84251,2017
040129,Arequipa,Arequipa,José Luis Bustamante Y Rivero,Total,84251,2017
040201,Arequipa,Camaná,Camaná,Urbano,13565,2017
040201,Arequipa,Camaná,Camaná,Rural,3,2017
040201,Arequipa,Camaná,Camaná,Total,13568,2017
040202,Arequipa,Camaná,José María Quimper,Urbano,4680,2017
040202,Arequipa,Camaná,José María Quimper,Rural,9,2017
040202,Arequipa,Camaná,José María Quimper,Total,4690,2017
040203,Arequipa,Camaná,Mariano Nicolás Valcárcel,Urbano,929,2017
040203,Arequipa,Camaná,Mariano Nicolás Valcárcel,Rural,6680,2017
040203,Arequipa,Camaná,Mariano Nicolás Valcárcel,Total,7609,2017
040204,Arequipa,Camaná,Mariscal Cáceres,Urbano,5986,2017
040204,Arequipa,Camaná,Mariscal Cáceres,Rural,464,2017
040204,Arequipa,Camaná,Mariscal Cáceres,Total,6451,2017
040205,Arequipa,Camaná,Nicolás de Pierola,Urbano,7476,2017
040205,Arequipa,Camaná,Nicolás de Pierola,Rural,126,2017
040205,Arequipa,Camaná,Nicolás de Pierola,Total,7602,2017
040206,Arequipa,Camaná,Ocoña,Urbano,3609,2017
040206,Arequipa,Camaná,Ocoña,Rural,675,2017
040206,Arequipa,Camaná,Ocoña,Total,4285,2017
040207,Arequipa,Camaná,Quilca,Urbano,178,2017
040207,Arequipa,Camaná,Quilca,Rural,865,2017
040207,Arequipa,Camaná,Quilca,Total,1043,2017
040208,Arequipa,Camaná,Samuel Pastor,Urbano,15916,2017
040208,Arequipa,Camaná,Samuel Pastor,Rural,447,2017
040208,Arequipa,Camaná,Samuel Pastor,Total,16363,2017
040301,Arequipa,Caravelí,Caravelí,Urbano,4126,2017
040301,Arequipa,Caravelí,Caravelí,Rural,162,2017
040301,Arequipa,Caravelí,Caravelí,Total,4288,2017
040302,Arequipa,Caravelí,Acarí,Urbano,3607,2017
040302,Arequipa,Caravelí,Acarí,Rural,1492,2017
040302,Arequipa,Caravelí,Acarí,Total,5099,2017
040303,Arequipa,Caravelí,Atico,Urbano,5013,2017
040303,Arequipa,Caravelí,Atico,Rural,739,2017
040303,Arequipa,Caravelí,Atico,Total,5752,2017
040304,Arequipa,Caravelí,Atiquipa,Urbano,121,2017
040304,Arequipa,Caravelí,Atiquipa,Rural,420,2017
040304,Arequipa,Caravelí,Atiquipa,Total,541,2017
040305,Arequipa,Caravelí,Bella Unión,Urbano,3006,2017
040305,Arequipa,Caravelí,Bella Unión,Rural,314,2017
040305,Arequipa,Caravelí,Bella Unión,Total,3321,2017
040306,Arequipa,Caravelí,Cahuacho,Urbano,187,2017
040306,Arequipa,Caravelí,Cahuacho,Rural,494,2017
040306,Arequipa,Caravelí,Cahuacho,Total,682,2017
040307,Arequipa,Caravelí,Chala,Urbano,9077,2017
040307,Arequipa,Caravelí,Chala,Rural,307,2017
040307,Arequipa,Caravelí,Chala,Total,9385,2017
040308,Arequipa,Caravelí,Chaparra,Urbano,2523,2017
040308,Arequipa,Caravelí,Chaparra,Rural,1282,2017
040308,Arequipa,Caravelí,Chaparra,Total,3806,2017
040309,Arequipa,Caravelí,Huanuhuanu,Urbano,84,2017
040309,Arequipa,Caravelí,Huanuhuanu,Rural,3079,2017
040309,Arequipa,Caravelí,Huanuhuanu,Total,3164,2017
040310,Arequipa,Caravelí,Jaqui,Urbano,1516,2017
040310,Arequipa,Caravelí,Jaqui,Rural,137,2017
040310,Arequipa,Caravelí,Jaqui,Total,1654,2017
040311,Arequipa,Caravelí,Lomas,Urbano,1467,2017
040311,Arequipa,Caravelí,Lomas,Rural,78,2017
040311,Arequipa,Caravelí,Lomas,Total,1546,2017
040312,Arequipa,Caravelí,Quicacha,Urbano,980,2017
040312,Arequipa,Caravelí,Quicacha,Rural,988,2017
040312,Arequipa,Caravelí,Quicacha,Total,1968,2017
040313,Arequipa,Caravelí,Yauca,Urbano,1711,2017
040313,Arequipa,Caravelí,Yauca,Rural,320,2017
040313,Arequipa,Caravelí,Yauca,Total,2032,2017
040401,Arequipa,Castilla,Aplao,Urbano,7306,2017
040401,Arequipa,Castilla,Aplao,Rural,1943,2017
040401,Arequipa,Castilla,Aplao,Total,9249,2017
040402,Arequipa,Castilla,Andagua,Urbano,819,2017
040402,Arequipa,Castilla,Andagua,Rural,282,2017
040402,Arequipa,Castilla,Andagua,Total,1101,2017
040403,Arequipa,Castilla,Ayo,Urbano,210,2017
040403,Arequipa,Castilla,Ayo,Rural,50,2017
040403,Arequipa,Castilla,Ayo,Total,261,2017
040404,Arequipa,Castilla,Chachas,Urbano,617,2017
040404,Arequipa,Castilla,Chachas,Rural,1140,2017
040404,Arequipa,Castilla,Chachas,Total,1757,2017
040405,Arequipa,Castilla,Chilcaymarca,Urbano,659,2017
040405,Arequipa,Castilla,Chilcaymarca,Rural,365,2017
040405,Arequipa,Castilla,Chilcaymarca,Total,1025,2017
040406,Arequipa,Castilla,Choco,Urbano,308,2017
040406,Arequipa,Castilla,Choco,Rural,458,2017
040406,Arequipa,Castilla,Choco,Total,767,2017
040407,Arequipa,Castilla,Huancarqui,Urbano,1368,2017
040407,Arequipa,Castilla,Huancarqui,Rural,240,2017
040407,Arequipa,Castilla,Huancarqui,Total,1609,2017
040408,Arequipa,Castilla,Machaguay,Urbano,261,2017
040408,Arequipa,Castilla,Machaguay,Rural,284,2017
040408,Arequipa,Castilla,Machaguay,Total,545,2017
040409,Arequipa,Castilla,Orcopampa,Urbano,8224,2017
040409,Arequipa,Castilla,Orcopampa,Rural,575,2017
040409,Arequipa,Castilla,Orcopampa,Total,8799,2017
040410,Arequipa,Castilla,Pampacolca,Urbano,1512,2017
040410,Arequipa,Castilla,Pampacolca,Rural,639,2017
040410,Arequipa,Castilla,Pampacolca,Total,2152,2017
040411,Arequipa,Castilla,Tipan,Urbano,145,2017
040411,Arequipa,Castilla,Tipan,Rural,328,2017
040411,Arequipa,Castilla,Tipan,Total,474,2017
040412,Arequipa,Castilla,Uñon,Urbano,131,2017
040412,Arequipa,Castilla,Uñon,Rural,89,2017
040412,Arequipa,Castilla,Uñon,Total,220,2017
040413,Arequipa,Castilla,Uraca,Urbano,4514,2017
040413,Arequipa,Castilla,Uraca,Rural,2421,2017
040413,Arequipa,Castilla,Uraca,Total,6936,2017
040414,Arequipa,Castilla,Viraco,Urbano,1171,2017
040414,Arequipa,Castilla,Viraco,Rural,488,2017
040414,Arequipa,Castilla,Viraco,Total,1659,2017
040501,Arequipa,Caylloma,Chivay,Urbano,6081,2017
040501,Arequipa,Caylloma,Chivay,Rural,160,2017
040501,Arequipa,Caylloma,Chivay,Total,6242,2017
040502,Arequipa,Caylloma,Achoma,Urbano,849,2017
040502,Arequipa,Caylloma,Achoma,Rural,57,2017
040502,Arequipa,Caylloma,Achoma,Total,906,2017
040503,Arequipa,Caylloma,Cabanaconde,Urbano,2190,2017
040503,Arequipa,Caylloma,Cabanaconde,Rural,123,2017
040503,Arequipa,Caylloma,Cabanaconde,Total,2314,2017
040504,Arequipa,Caylloma,Callalli,Urbano,1007,2017
040504,Arequipa,Caylloma,Callalli,Rural,591,2017
040504,Arequipa,Caylloma,Callalli,Total,1598,2017
040505,Arequipa,Caylloma,Caylloma,Urbano,3519,2017
040505,Arequipa,Caylloma,Caylloma,Rural,378,2017
040505,Arequipa,Caylloma,Caylloma,Total,3898,2017
040506,Arequipa,Caylloma,Coporaque,Urbano,845,2017
040506,Arequipa,Caylloma,Coporaque,Rural,374,2017
040506,Arequipa,Caylloma,Coporaque,Total,1220,2017
040507,Arequipa,Caylloma,Huambo,Urbano,495,2017
040507,Arequipa,Caylloma,Huambo,Rural,233,2017
040507,Arequipa,Caylloma,Huambo,Total,729,2017
040508,Arequipa,Caylloma,Huanca,Urbano,634,2017
040508,Arequipa,Caylloma,Huanca,Rural,471,2017
040508,Arequipa,Caylloma,Huanca,Total,1106,2017
040509,Arequipa,Caylloma,Ichupampa,Urbano,579,2017
040509,Arequipa,Caylloma,Ichupampa,Rural,18,2017
040509,Arequipa,Caylloma,Ichupampa,Total,598,2017
040510,Arequipa,Caylloma,Lari,Urbano,910,2017
040510,Arequipa,Caylloma,Lari,Rural,59,2017
040510,Arequipa,Caylloma,Lari,Total,969,2017
040511,Arequipa,Caylloma,Lluta,Urbano,453,2017
040511,Arequipa,Caylloma,Lluta,Rural,334,2017
040511,Arequipa,Caylloma,Lluta,Total,788,2017
040512,Arequipa,Caylloma,Maca,Urbano,744,2017
040512,Arequipa,Caylloma,Maca,Rural,11,2017
040512,Arequipa,Caylloma,Maca,Total,755,2017
040513,Arequipa,Caylloma,Madrigal,Urbano,685,2017
040513,Arequipa,Caylloma,Madrigal,Rural,7,2017
040513,Arequipa,Caylloma,Madrigal,Total,692,2017
040514,Arequipa,Caylloma,San Antonio de Chuca,Urbano,462,2017
040514,Arequipa,Caylloma,San Antonio de Chuca,Rural,512,2017
040514,Arequipa,Caylloma,San Antonio de Chuca,Total,975,2017
040515,Arequipa,Caylloma,Sibayo,Urbano,581,2017
040515,Arequipa,Caylloma,Sibayo,Rural,144,2017
040515,Arequipa,Caylloma,Sibayo,Total,726,2017
040516,Arequipa,Caylloma,Tapay,Urbano,69,2017
040516,Arequipa,Caylloma,Tapay,Rural,731,2017
040516,Arequipa,Caylloma,Tapay,Total,800,2017
040517,Arequipa,Caylloma,Tisco,Urbano,759,2017
040517,Arequipa,Caylloma,Tisco,Rural,842,2017
040517,Arequipa,Caylloma,Tisco,Total,1601,2017
040518,Arequipa,Caylloma,Tuti,Urbano,570,2017
040518,Arequipa,Caylloma,Tuti,Rural,101,2017
040518,Arequipa,Caylloma,Tuti,Total,672,2017
040519,Arequipa,Caylloma,Yanque,Urbano,1894,2017
040519,Arequipa,Caylloma,Yanque,Rural,376,2017
040519,Arequipa,Caylloma,Yanque,Total,2271,2017
040520,Arequipa,Caylloma,Majes,Urbano,54878,2017
040520,Arequipa,Caylloma,Majes,Rural,11030,2017
040520,Arequipa,Caylloma,Majes,Total,65909,2017
040601,Arequipa,Condesuyos,Chuquibamba,Urbano,3007,2017
040601,Arequipa,Condesuyos,Chuquibamba,Rural,518,2017
040601,Arequipa,Condesuyos,Chuquibamba,Total,3525,2017
040602,Arequipa,Condesuyos,Andaray,Urbano,242,2017
040602,Arequipa,Condesuyos,Andaray,Rural,468,2017
040602,Arequipa,Condesuyos,Andaray,Total,710,2017
040603,Arequipa,Condesuyos,Cayarani,Urbano,492,2017
040603,Arequipa,Condesuyos,Cayarani,Rural,2981,2017
040603,Arequipa,Condesuyos,Cayarani,Total,3473,2017
040604,Arequipa,Condesuyos,Chichas,Urbano,356,2017
040604,Arequipa,Condesuyos,Chichas,Rural,369,2017
040604,Arequipa,Condesuyos,Chichas,Total,726,2017
040605,Arequipa,Condesuyos,Iray,Urbano,384,2017
040605,Arequipa,Condesuyos,Iray,Rural,256,2017
040605,Arequipa,Condesuyos,Iray,Total,640,2017
040606,Arequipa,Condesuyos,Río Grande,Urbano,1766,2017
040606,Arequipa,Condesuyos,Río Grande,Rural,1800,2017
040606,Arequipa,Condesuyos,Río Grande,Total,3567,2017
040607,Arequipa,Condesuyos,Salamanca,Urbano,290,2017
040607,Arequipa,Condesuyos,Salamanca,Rural,226,2017
040607,Arequipa,Condesuyos,Salamanca,Total,517,2017
040608,Arequipa,Condesuyos,Yanaquihua,Urbano,611,2017
040608,Arequipa,Condesuyos,Yanaquihua,Rural,3676,2017
040608,Arequipa,Condesuyos,Yanaquihua,Total,4288,2017
040701,Arequipa,Islay,Mollendo,Urbano,26516,2017
040701,Arequipa,Islay,Mollendo,Rural,216,2017
040701,Arequipa,Islay,Mollendo,Total,26733,2017
040702,Arequipa,Islay,Cocachacra,Urbano,7931,2017
040702,Arequipa,Islay,Cocachacra,Rural,891,2017
040702,Arequipa,Islay,Cocachacra,Total,8823,2017
040703,Arequipa,Islay,Dean Valdivia,Urbano,6933,2017
040703,Arequipa,Islay,Dean Valdivia,Rural,233,2017
040703,Arequipa,Islay,Dean Valdivia,Total,7166,2017
040704,Arequipa,Islay,Islay,Urbano,5278,2017
040704,Arequipa,Islay,Islay,Total,5278,2017
040705,Arequipa,Islay,Mejia,Urbano,897,2017
040705,Arequipa,Islay,Mejia,Rural,357,2017
040705,Arequipa,Islay,Mejia,Total,1255,2017
040706,Arequipa,Islay,Punta de Bombón,Urbano,6633,2017
040706,Arequipa,Islay,Punta de Bombón,Rural,62,2017
040706,Arequipa,Islay,Punta de Bombón,Total,6695,2017
040801,Arequipa,La Unión,Cotahuasi,Urbano,2276,2017
040801,Arequipa,La Unión,Cotahuasi,Rural,812,2017
040801,Arequipa,La Unión,Cotahuasi,Total,3088,2017
040802,Arequipa,La Unión,Alca,Urbano,1851,2017
040802,Arequipa,La Unión,Alca,Rural,123,2017
040802,Arequipa,La Unión,Alca,Total,1974,2017
040803,Arequipa,La Unión,Charcana,Urbano,399,2017
040803,Arequipa,La Unión,Charcana,Rural,218,2017
040803,Arequipa,La Unión,Charcana,Total,617,2017
040804,Arequipa,La Unión,Huaynacotas,Urbano,956,2017
040804,Arequipa,La Unión,Huaynacotas,Rural,1084,2017
040804,Arequipa,La Unión,Huaynacotas,Total,2040,2017
040805,Arequipa,La Unión,Pampamarca,Urbano,454,2017
040805,Arequipa,La Unión,Pampamarca,Rural,749,2017
040805,Arequipa,La Unión,Pampamarca,Total,1203,2017
040806,Arequipa,La Unión,Puyca,Urbano,1090,2017
040806,Arequipa,La Unión,Puyca,Rural,1437,2017
040806,Arequipa,La Unión,Puyca,Total,2528,2017
040807,Arequipa,La Unión,Quechualla,Urbano,91,2017
040807,Arequipa,La Unión,Quechualla,Rural,195,2017
040807,Arequipa,La Unión,Quechualla,Total,286,2017
040808,Arequipa,La Unión,Sayla,Urbano,164,2017
040808,Arequipa,La Unión,Sayla,Rural,182,2017
040808,Arequipa,La Unión,Sayla,Total,346,2017
040809,Arequipa,La Unión,Tauria,Urbano,241,2017
040809,Arequipa,La Unión,Tauria,Rural,87,2017
040809,Arequipa,La Unión,Tauria,Total,329,2017
040810,Arequipa,La Unión,Tomepampa,Urbano,329,2017
040810,Arequipa,La Unión,Tomepampa,Rural,394,2017
040810,Arequipa,La Unión,Tomepampa,Total,724,2017
040811,Arequipa,La Unión,Toro,Urbano,263,2017
040811,Arequipa,La Unión,Toro,Rural,341,2017
040811,Arequipa,La Unión,Toro,Total,604,2017
050101,Ayacucho,Huamanga,Ayacucho,Urbano,101046,2017
050101,Ayacucho,Huamanga,Ayacucho,Rural,2468,2017
050101,Ayacucho,Huamanga,Ayacucho,Total,103514,2017
050102,Ayacucho,Huamanga,Acocro,Urbano,1451,2017
050102,Ayacucho,Huamanga,Acocro,Rural,6636,2017
050102,Ayacucho,Huamanga,Acocro,Total,8087,2017
050103,Ayacucho,Huamanga,Acos Vinchos,Urbano,703,2017
050103,Ayacucho,Huamanga,Acos Vinchos,Rural,3896,2017
050103,Ayacucho,Huamanga,Acos Vinchos,Total,4600,2017
050104,Ayacucho,Huamanga,Carmen Alto,Urbano,28787,2017
050104,Ayacucho,Huamanga,Carmen Alto,Rural,671,2017
050104,Ayacucho,Huamanga,Carmen Alto,Total,29459,2017
050105,Ayacucho,Huamanga,Chiara,Urbano,2498,2017
050105,Ayacucho,Huamanga,Chiara,Rural,3655,2017
050105,Ayacucho,Huamanga,Chiara,Total,6154,2017
050106,Ayacucho,Huamanga,Ocros,Urbano,1163,2017
050106,Ayacucho,Huamanga,Ocros,Rural,4538,2017
050106,Ayacucho,Huamanga,Ocros,Total,5701,2017
050107,Ayacucho,Huamanga,Pacaycasa,Urbano,1593,2017
050107,Ayacucho,Huamanga,Pacaycasa,Rural,1702,2017
050107,Ayacucho,Huamanga,Pacaycasa,Total,3295,2017
050108,Ayacucho,Huamanga,Quinua,Urbano,2192,2017
050108,Ayacucho,Huamanga,Quinua,Rural,3192,2017
050108,Ayacucho,Huamanga,Quinua,Total,5384,2017
050109,Ayacucho,Huamanga,San José de Ticllas,Urbano,135,2017
050109,Ayacucho,Huamanga,San José de Ticllas,Rural,1342,2017
050109,Ayacucho,Huamanga,San José de Ticllas,Total,1477,2017
050110,Ayacucho,Huamanga,San Juan Bautista,Urbano,50262,2017
050110,Ayacucho,Huamanga,San Juan Bautista,Rural,62,2017
050110,Ayacucho,Huamanga,San Juan Bautista,Total,50325,2017
050111,Ayacucho,Huamanga,Santiago de Pischa,Urbano,715,2017
050111,Ayacucho,Huamanga,Santiago de Pischa,Rural,799,2017
050111,Ayacucho,Huamanga,Santiago de Pischa,Total,1515,2017
050112,Ayacucho,Huamanga,Socos,Urbano,982,2017
050112,Ayacucho,Huamanga,Socos,Rural,5345,2017
050112,Ayacucho,Huamanga,Socos,Total,6327,2017
050113,Ayacucho,Huamanga,Tambillo,Urbano,256,2017
050113,Ayacucho,Huamanga,Tambillo,Rural,5247,2017
050113,Ayacucho,Huamanga,Tambillo,Total,5504,2017
050114,Ayacucho,Huamanga,Vinchos,Urbano,587,2017
050114,Ayacucho,Huamanga,Vinchos,Rural,14313,2017
050114,Ayacucho,Huamanga,Vinchos,Total,14900,2017
050115,Ayacucho,Huamanga,Jesús Nazareno,Urbano,18460,2017
050115,Ayacucho,Huamanga,Jesús Nazareno,Rural,1019,2017
050115,Ayacucho,Huamanga,Jesús Nazareno,Total,19480,2017
050116,Ayacucho,Huamanga,Andrés Avelino Cáceres Dorregaray,Urbano,25726,2017
050116,Ayacucho,Huamanga,Andrés Avelino Cáceres Dorregaray,Rural,3503,2017
050116,Ayacucho,Huamanga,Andrés Avelino Cáceres Dorregaray,Total,29229,2017
050201,Ayacucho,Cangallo,Cangallo,Urbano,2393,2017
050201,Ayacucho,Cangallo,Cangallo,Rural,3614,2017
050201,Ayacucho,Cangallo,Cangallo,Total,6008,2017
050202,Ayacucho,Cangallo,Chuschi,Urbano,3269,2017
050202,Ayacucho,Cangallo,Chuschi,Rural,5636,2017
050202,Ayacucho,Cangallo,Chuschi,Total,8905,2017
050203,Ayacucho,Cangallo,Los Morochucos,Urbano,2882,2017
050203,Ayacucho,Cangallo,Los Morochucos,Rural,5263,2017
050203,Ayacucho,Cangallo,Los Morochucos,Total,8146,2017
050204,Ayacucho,Cangallo,María Parado de Bellido,Urbano,458,2017
050204,Ayacucho,Cangallo,María Parado de Bellido,Rural,1708,2017
050204,Ayacucho,Cangallo,María Parado de Bellido,Total,2167,2017
050205,Ayacucho,Cangallo,Paras,Urbano,1460,2017
050205,Ayacucho,Cangallo,Paras,Rural,2947,2017
050205,Ayacucho,Cangallo,Paras,Total,4407,2017
050206,Ayacucho,Cangallo,Totos,Urbano,1476,2017
050206,Ayacucho,Cangallo,Totos,Rural,1700,2017
050206,Ayacucho,Cangallo,Totos,Total,3176,2017
050301,Ayacucho,Huanca Sancos,Sancos,Urbano,3047,2017
050301,Ayacucho,Huanca Sancos,Sancos,Rural,191,2017
050301,Ayacucho,Huanca Sancos,Sancos,Total,3238,2017
050302,Ayacucho,Huanca Sancos,Carapo,Urbano,1658,2017
050302,Ayacucho,Huanca Sancos,Carapo,Rural,257,2017
050302,Ayacucho,Huanca Sancos,Carapo,Total,1915,2017
050303,Ayacucho,Huanca Sancos,Sacsamarca,Urbano,814,2017
050303,Ayacucho,Huanca Sancos,Sacsamarca,Rural,577,2017
050303,Ayacucho,Huanca Sancos,Sacsamarca,Total,1392,2017
050304,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,Urbano,1081,2017
050304,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,Rural,1099,2017
050304,Ayacucho,Huanca Sancos,Santiago de Lucanamarca,Total,2181,2017
050401,Ayacucho,Huanta,Huanta,Urbano,35197,2017
050401,Ayacucho,Huanta,Huanta,Rural,6417,2017
050401,Ayacucho,Huanta,Huanta,Total,41614,2017
050402,Ayacucho,Huanta,Ayahuanco,Urbano,500,2017
050402,Ayacucho,Huanta,Ayahuanco,Rural,759,2017
050402,Ayacucho,Huanta,Ayahuanco,Total,1260,2017
050403,Ayacucho,Huanta,Huamanguilla,Urbano,1952,2017
050403,Ayacucho,Huanta,Huamanguilla,Rural,2447,2017
050403,Ayacucho,Huanta,Huamanguilla,Total,4400,2017
050404,Ayacucho,Huanta,Iguain,Urbano,790,2017
050404,Ayacucho,Huanta,Iguain,Rural,2047,2017
050404,Ayacucho,Huanta,Iguain,Total,2838,2017
050405,Ayacucho,Huanta,Luricocha,Urbano,2199,2017
050405,Ayacucho,Huanta,Luricocha,Rural,3790,2017
