ubigeo,departamento,provincia,distrito,tipo_area,poblacion,anio
160506,Loreto,Requena,Puinahua,Total,4682,2017
160507,Loreto,Requena,Saquena,Urbano,1099,2017
160507,Loreto,Requena,Saquena,Rural,2338,2017
160507,Loreto,Requena,Saquena,Total,3437,2017
160508,Loreto,Requena,Soplin,Urbano,231,2017
160508,Loreto,Requena,Soplin,Rural,434,2017
160508,Loreto,Requena,Soplin,Total,665,2017
160509,Loreto,Requena,Tapiche,Urbano,519,2017
160509,Loreto,Requena,Tapiche,Rural,435,2017
160509,Loreto,Requena,Tapiche,Total,955,2017
160510,Loreto,Requena,Jenaro Herrera,Urbano,3926,2017
160510,Loreto,Requena,Jenaro Herrera,Rural,1097,2017
160510,Loreto,Requena,Jenaro Herrera,Total,5024,2017
160511,Loreto,Requena,Yaquerana,Urbano,839,2017
160511,Loreto,Requena,Yaquerana,Rural,1418,2017
160511,Loreto,Requena,Yaquerana,Total,2258,2017
160601,Loreto,Ucayali,Contamana,Urbano,19314,2017
160601,Loreto,Ucayali,Contamana,Rural,7510,2017
160601,Loreto,Ucayali,Contamana,Total,26825,2017
160602,Loreto,Ucayali,Inahuaya,Urbano,1045,2017
160602,Loreto,Ucayali,Inahuaya,Rural,742,2017
160602,Loreto,Ucayali,Inahuaya,Total,1787,2017
160603,Loreto,Ucayali,Padre Márquez,Urbano,1550,2017
160603,Loreto,Ucayali,Padre Márquez,Rural,2253,2017
160603,Loreto,Ucayali,Padre Márquez,Total,3804,2017
160604,Loreto,Ucayali,Pampa Hermosa,Urbano,1800,2017
160604,Loreto,Ucayali,Pampa Hermosa,Rural,4525,2017
160604,Loreto,Ucayali,Pampa Hermosa,Total,6325,2017
160605,Loreto,Ucayali,Sarayacu,Urbano,5855,2017
160605,Loreto,Ucayali,Sarayacu,Rural,9193,2017
160605,Loreto,Ucayali,Sarayacu,Total,15049,2017
160606,Loreto,Ucayali,Vargas Guerra,Urbano,6324,2017
160606,Loreto,Ucayali,Vargas Guerra,Rural,1247,2017
160606,Loreto,Ucayali,Vargas Guerra,Total,7572,2017
160701,Loreto,Datem del Marañón,Barranca,Urbano,9911,2017
160701,Loreto,Datem del Marañón,Barranca,Rural,4920,2017
160701,Loreto,Datem del Marañón,Barranca,Total,14832,2017
160702,Loreto,Datem del Marañón,Cahuapanas,Urbano,961,2017
160702,Loreto,Datem del Marañón,Cahuapanas,Rural,6650,2017
160702,Loreto,Datem del Marañón,Cahuapanas,Total,7611,2017
160703,Loreto,Datem del Marañón,Manseriche,Urbano,3022,2017
160703,Loreto,Datem del Marañón,Manseriche,Rural,6230,2017
160703,Loreto,Datem del Marañón,Manseriche,Total,9252,2017
160704,Loreto,Datem del Marañón,Morona,Urbano,2121,2017
160704,Loreto,Datem del Marañón,Morona,Rural,2713,2017
160704,Loreto,Datem del Marañón,Morona,Total,4834,2017
160705,Loreto,Datem del Marañón,Pastaza,Urbano,2240,2017
160705,Loreto,Datem del Marañón,Pastaza,Rural,3856,2017
160705,Loreto,Datem del Marañón,Pastaza,Total,6097,2017
160706,Loreto,Datem del Marañón,Andoas,Urbano,1694,2017
160706,Loreto,Datem del Marañón,Andoas,Rural,12374,2017
160706,Loreto,Datem del Marañón,Andoas,Total,14069,2017
160801,Loreto,Putumayo,Putumayo,Urbano,3521,2017
160801,Loreto,Putumayo,Putumayo,Rural,698,2017
160801,Loreto,Putumayo,Putumayo,Total,4220,2017
160802,Loreto,Putumayo,Rosa Panduro,Urbano,290,2017
160802,Loreto,Putumayo,Rosa Panduro,Rural,312,2017
160802,Loreto,Putumayo,Rosa Panduro,Total,602,2017
160803,Loreto,Putumayo,Teniente Manuel Clavero,Urbano,657,2017
160803,Loreto,Putumayo,Teniente Manuel Clavero,Rural,2160,2017
160803,Loreto,Putumayo,Teniente Manuel Clavero,Total,2817,2017
160804,Loreto,Putumayo,Yaguas,Urbano,217,2017
160804,Loreto,Putumayo,Yaguas,Rural,1234,2017
160804,Loreto,Putumayo,Yaguas,Total,1451,2017
170101,Madre de Dios,Tambopata,Tambopata,Urbano,89226,2017
170101,Madre de Dios,Tambopata,Tambopata,Rural,3478,2017
170101,Madre de Dios,Tambopata,Tambopata,Total,92705,2017
170102,Madre de Dios,Tambopata,Inambari,Urbano,9112,2017
170102,Madre de Dios,Tambopata,Inambari,Rural,4527,2017
170102,Madre de Dios,Tambopata,Inambari,Total,13640,2017
170103,Madre de Dios,Tambopata,Las Piedras,Urbano,12904,2017
170103,Madre de Dios,Tambopata,Las Piedras,Rural,1978,2017
170103,Madre de Dios,Tambopata,Las Piedras,Total,14882,2017
170104,Madre de Dios,Tambopata,Laberinto,Urbano,5016,2017
170104,Madre de Dios,Tambopata,Laberinto,Rural,1266,2017
170104,Madre de Dios,Tambopata,Laberinto,Total,6283,2017
170201,Madre de Dios,Manu,Manu,Urbano,1340,2017
170201,Madre de Dios,Manu,Manu,Rural,1147,2017
170201,Madre de Dios,Manu,Manu,Total,2487,2017
170202,Madre de Dios,Manu,Fitzcarrald,Urbano,171,2017
170202,Madre de Dios,Manu,Fitzcarrald,Rural,1353,2017
170202,Madre de Dios,Manu,Fitzcarrald,Total,1524,2017
170203,Madre de Dios,Manu,Madre de Dios,Urbano,2634,2017
170203,Madre de Dios,Manu,Madre de Dios,Rural,4666,2017
170203,Madre de Dios,Manu,Madre de Dios,Total,7300,2017
170204,Madre de Dios,Manu,Huepetuhe,Urbano,7706,2017
170204,Madre de Dios,Manu,Huepetuhe,Rural,2362,2017
170204,Madre de Dios,Manu,Huepetuhe,Total,10069,2017
170301,Madre de Dios,Tahuamanu,Iñapari,Urbano,2140,2017
170301,Madre de Dios,Tahuamanu,Iñapari,Rural,615,2017
170301,Madre de Dios,Tahuamanu,Iñapari,Total,2756,2017
170302,Madre de Dios,Tahuamanu,Iberia,Urbano,5881,2017
170302,Madre de Dios,Tahuamanu,Iberia,Rural,288,2017
170302,Madre de Dios,Tahuamanu,Iberia,Total,6169,2017
170303,Madre de Dios,Tahuamanu,Tahuamanu,Urbano,1792,2017
170303,Madre de Dios,Tahuamanu,Tahuamanu,Rural,1591,2017
170303,Madre de Dios,Tahuamanu,Tahuamanu,Total,3383,2017
180101,Moquegua,Mariscal Nieto,Moquegua,Urbano,66339,2017
180101,Moquegua,Mariscal Nieto,Moquegua,Rural,1933,2017
180101,Moquegua,Mariscal Nieto,Moquegua,Total,68272,2017
180102,Moquegua,Mariscal Nieto,Carumas,Urbano,1537,2017
180102,Moquegua,Mariscal Nieto,Carumas,Rural,958,2017
180102,Moquegua,Mariscal Nieto,Carumas,Total,2495,2017
180103,Moquegua,Mariscal Nieto,Cuchumbaya,Urbano,643,2017
180103,Moquegua,Mariscal Nieto,Cuchumbaya,Rural,163,2017
180103,Moquegua,Mariscal Nieto,Cuchumbaya,Total,807,2017
180104,Moquegua,Mariscal Nieto,Samegua,Urbano,8326,2017
180104,Moquegua,Mariscal Nieto,Samegua,Rural,597,2017
180104,Moquegua,Mariscal Nieto,Samegua,Total,8923,2017
180105,Moquegua,Mariscal Nieto,San Cristóbal,Urbano,1710,2017
180105,Moquegua,Mariscal Nieto,San Cristóbal,Rural,72,2017
180105,Moquegua,Mariscal Nieto,San Cristóbal,Total,1783,2017
180106,Moquegua,Mariscal Nieto,Torata,Urbano,3503,2017
180106,Moquegua,Mariscal Nieto,Torata,Rural,3060,2017
180106,Moquegua,Mariscal Nieto,Torata,Total,6563,2017
180201,Moquegua,General Sánchez Cerro,Omate,Urbano,2360,2017
180201,Moquegua,General Sánchez Cerro,Omate,Rural,905,2017
180201,Moquegua,General Sánchez Cerro,Omate,Total,3265,2017
180202,Moquegua,General Sánchez Cerro,Chojata,Urbano,377,2017
180202,Moquegua,General Sánchez Cerro,Chojata,Rural,376,2017
180202,Moquegua,General Sánchez Cerro,Chojata,Total,754,2017
180203,Moquegua,General Sánchez Cerro,Coalaque,Urbano,385,2017
180203,Moquegua,General Sánchez Cerro,Coalaque,Rural,642,2017
180203,Moquegua,General Sánchez Cerro,Coalaque,Total,1027,2017
180204,Moquegua,General Sánchez Cerro,Ichuña,Urbano,904,2017
180204,Moquegua,General Sánchez Cerro,Ichuña,Rural,2302,2017
180204,Moquegua,General Sánchez Cerro,Ichuña,Total,3206,2017
180205,Moquegua,General Sánchez Cerro,La Capilla,Urbano,135,2017
180205,Moquegua,General Sánchez Cerro,La Capilla,Rural,545,2017
180205,Moquegua,General Sánchez Cerro,La Capilla,Total,680,2017
180206,Moquegua,General Sánchez Cerro,Lloque,Urbano,530,2017
180206,Moquegua,General Sánchez Cerro,Lloque,Rural,73,2017
180206,Moquegua,General Sánchez Cerro,Lloque,Total,604,2017
180207,Moquegua,General Sánchez Cerro,Matalaque,Urbano,196,2017
180207,Moquegua,General Sánchez Cerro,Matalaque,Rural,290,2017
180207,Moquegua,General Sánchez Cerro,Matalaque,Total,486,2017
180208,Moquegua,General Sánchez Cerro,Puquina,Urbano,1989,2017
180208,Moquegua,General Sánchez Cerro,Puquina,Rural,618,2017
180208,Moquegua,General Sánchez Cerro,Puquina,Total,2608,2017
180209,Moquegua,General Sánchez Cerro,Quinistaquillas,Urbano,355,2017
180209,Moquegua,General Sánchez Cerro,Quinistaquillas,Rural,203,2017
180209,Moquegua,General Sánchez Cerro,Quinistaquillas,Total,559,2017
180210,Moquegua,General Sánchez Cerro,Ubinas,Urbano,1076,2017
180210,Moquegua,General Sánchez Cerro,Ubinas,Rural,800,2017
180210,Moquegua,General Sánchez Cerro,Ubinas,Total,1877,2017
180211,Moquegua,General Sánchez Cerro,Yunga,Urbano,589,2017
180211,Moquegua,General Sánchez Cerro,Yunga,Rural,351,2017
180211,Moquegua,General Sánchez Cerro,Yunga,Total,940,2017
180301,Moquegua,Ilo,Ilo,Urbano,68410,2017
180301,Moquegua,Ilo,Ilo,Rural,375,2017
180301,Moquegua,Ilo,Ilo,Total,68786,2017
180302,Moquegua,Ilo,El Algarrobal,Urbano,3700,2017
180302,Moquegua,Ilo,El Algarrobal,Rural,23,2017
180302,Moquegua,Ilo,El Algarrobal,Total,3723,2017
180303,Moquegua,Ilo,Pacocha,Urbano,4631,2017
180303,Moquegua,Ilo,Pacocha,Rural,16,2017
180303,Moquegua,Ilo,Pacocha,Total,4647,2017
190101,Pasco,Pasco,Chaupimarca,Urbano,27388,2017
190101,Pasco,Pasco,Chaupimarca,Rural,30,2017
190101,Pasco,Pasco,Chaupimarca,Total,27418,2017
190102,Pasco,Pasco,Huachon,Urbano,3080,2017
190102,Pasco,Pasco,Huachon,Rural,1557,2017
190102,Pasco,Pasco,Huachon,Total,4637,2017
190103,Pasco,Pasco,Huariaca,Urbano,6660,2017
190103,Pasco,Pasco,Huariaca,Rural,540,2017
190103,Pasco,Pasco,Huariaca,Total,7200,2017
190104,Pasco,Pasco,Huayllay,Urbano,7248,2017
190104,Pasco,Pasco,Huayllay,Rural,2499,2017
190104,Pasco,Pasco,Huayllay,Total,9747,2017
190105,Pasco,Pasco,Ninacaca,Urbano,2942,2017
190105,Pasco,Pasco,Ninacaca,Rural,1168,2017
190105,Pasco,Pasco,Ninacaca,Total,4110,2017
190106,Pasco,Pasco,Pallanchacra,Urbano,707,2017
190106,Pasco,Pasco,Pallanchacra,Rural,1133,2017
190106,Pasco,Pasco,Pallanchacra,Total,1841,2017
190107,Pasco,Pasco,Paucartambo,Urbano,8391,2017
190107,Pasco,Pasco,Paucartambo,Rural,3245,2017
190107,Pasco,Pasco,Paucartambo,Total,11636,2017
190108,Pasco,Pasco,San Francisco de Asís de Yarusyacan,Urbano,2568,2017
190108,Pasco,Pasco,San Francisco de Asís de Yarusyacan,Rural,2177,2017
190108,Pasco,Pasco,San Francisco de Asís de Yarusyacan,Total,4746,2017
190109,Pasco,Pasco,Simon Bolívar,Urbano,12167,2017
190109,Pasco,Pasco,Simon Bolívar,Rural,861,2017
190109,Pasco,Pasco,Simon Bolívar,Total,13029,2017
190110,Pasco,Pasco,Ticlacayan,Urbano,1252,2017
190110,Pasco,Pasco,Ticlacayan,Rural,2210,2017
190110,Pasco,Pasco,Ticlacayan,Total,3462,2017
190111,Pasco,Pasco,Tinyahuarco,Urbano,6945,2017
190111,Pasco,Pasco,Tinyahuarco,Rural,81,2017
190111,Pasco,Pasco,Tinyahuarco,Total,7027,2017
190112,Pasco,Pasco,Vicco,Urbano,3373,2017
190112,Pasco,Pasco,Vicco,Rural,187,2017
190112,Pasco,Pasco,Vicco,Total,3561,2017
190113,Pasco,Pasco,Yanacancha,Urbano,29290,2017
190113,Pasco,Pasco,Yanacancha,Rural,1969,2017
190113,Pasco,Pasco,Yanacancha,Total,31259,2017
190201,Pasco,Daniel Alcides Carrión,Yanahuanca,Urbano,9093,2017
190201,Pasco,Daniel Alcides Carrión,Yanahuanca,Rural,2966,2017
190201,Pasco,Daniel Alcides Carrión,Yanahuanca,Total,12060,2017
190202,Pasco,Daniel Alcides Carrión,Chacayan,Urbano,1601,2017
190202,Pasco,Daniel Alcides Carrión,Chacayan,Rural,534,2017
190202,Pasco,Daniel Alcides Carrión,Chacayan,Total,2135,2017
190203,Pasco,Daniel Alcides Carrión,Goyllarisquizga,Urbano,1387,2017
190203,Pasco,Daniel Alcides Carrión,Goyllarisquizga,Rural,229,2017
190203,Pasco,Daniel Alcides Carrión,Goyllarisquizga,Total,1616,2017
190204,Pasco,Daniel Alcides Carrión,Paucar,Urbano,1463,2017
190204,Pasco,Daniel Alcides Carrión,Paucar,Rural,407,2017
190204,Pasco,Daniel Alcides Carrión,Paucar,Total,1870,2017
190205,Pasco,Daniel Alcides Carrión,San Pedro de Pillao,Urbano,1166,2017
190205,Pasco,Daniel Alcides Carrión,San Pedro de Pillao,Rural,275,2017
190205,Pasco,Daniel Alcides Carrión,San Pedro de Pillao,Total,1442,2017
190206,Pasco,Daniel Alcides Carrión,Santa Ana de Tusi,Urbano,3956,2017
190206,Pasco,Daniel Alcides Carrión,Santa Ana de Tusi,Rural,18677,2017
190206,Pasco,Daniel Alcides Carrión,Santa Ana de Tusi,Total,22633,2017
190207,Pasco,Daniel Alcides Carrión,Tapuc,Urbano,2308,2017
190207,Pasco,Daniel Alcides Carrión,Tapuc,Rural,160,2017
190207,Pasco,Daniel Alcides Carrión,Tapuc,Total,2468,2017
190208,Pasco,Daniel Alcides Carrión,Vilcabamba,Urbano,1433,2017
190208,Pasco,Daniel Alcides Carrión,Vilcabamba,Rural,624,2017
190208,Pasco,Daniel Alcides Carrión,Vilcabamba,Total,2058,2017
190301,Pasco,Oxapampa,Oxapampa,Urbano,11394,2017
190301,Pasco,Oxapampa,Oxapampa,Rural,5170,2017
190301,Pasco,Oxapampa,Oxapampa,Total,16565,2017
190302,Pasco,Oxapampa,Chontabamba,Urbano,2763,2017
190302,Pasco,Oxapampa,Chontabamba,Rural,2873,2017
190302,Pasco,Oxapampa,Chontabamba,Total,5637,2017
190303,Pasco,Oxapampa,Huancabamba,Urbano,3031,2017
190303,Pasco,Oxapampa,Huancabamba,Rural,3859,2017
190303,Pasco,Oxapampa,Huancabamba,Total,6890,2017
190304,Pasco,Oxapampa,Palcazu,Urbano,2055,2017
190304,Pasco,Oxapampa,Palcazu,Rural,6201,2017
190304,Pasco,Oxapampa,Palcazu,Total,8256,2017
190305,Pasco,Oxapampa,Pozuzo,Urbano,1637,2017
190305,Pasco,Oxapampa,Pozuzo,Rural,3490,2017
190305,Pasco,Oxapampa,Pozuzo,Total,5127,2017
190306,Pasco,Oxapampa,Puerto Bermúdez,Urbano,6964,2017
190306,Pasco,Oxapampa,Puerto Bermúdez,Rural,12733,2017
190306,Pasco,Oxapampa,Puerto Bermúdez,Total,19697,2017
190307,Pasco,Oxapampa,Villa Rica,Urbano,13811,2017
190307,Pasco,Oxapampa,Villa Rica,Rural,4951,2017
190307,Pasco,Oxapampa,Villa Rica,Total,18763,2017
190308,Pasco,Oxapampa,Constitución,Urbano,8336,2017
190308,Pasco,Oxapampa,Constitución,Rural,6893,2017
190308,Pasco,Oxapampa,Constitución,Total,15229,2017
200101,Piura,Piura,Piura,Urbano,158469,2017
200101,Piura,Piura,Piura,Rural,6321,2017
200101,Piura,Piura,Piura,Total,164791,2017
200104,Piura,Piura,Castilla,Urbano,165341,2017
200104,Piura,Piura,Castilla,Rural,1342,2017
200104,Piura,Piura,Castilla,Total,166684,2017
200105,Piura,Piura,Catacaos,Urbano,74154,2017
200105,Piura,Piura,Catacaos,Rural,2339,2017
200105,Piura,Piura,Catacaos,Total,76493,2017
200107,Piura,Piura,Cura Mori,Urbano,18202,2017
200107,Piura,Piura,Cura Mori,Rural,862,2017
200107,Piura,Piura,Cura Mori,Total,19065,2017
200108,Piura,Piura,El Tallan,Urbano,5141,2017
200108,Piura,Piura,El Tallan,Rural,311,2017
200108,Piura,Piura,El Tallan,Total,5453,2017
200109,Piura,Piura,La Arena,Urbano,36089,2017
200109,Piura,Piura,La Arena,Rural,3084,2017
200109,Piura,Piura,La Arena,Total,39174,2017
200110,Piura,Piura,La Unión,Urbano,41041,2017
200110,Piura,Piura,La Unión,Rural,784,2017
200110,Piura,Piura,La Unión,Total,41826,2017
200111,Piura,Piura,Las Lomas,Urbano,12954,2017
200111,Piura,Piura,Las Lomas,Rural,15332,2017
200111,Piura,Piura,Las Lomas,Total,28286,2017
200114,Piura,Piura,Tambo Grande,Urbano,46536,2017
200114,Piura,Piura,Tambo Grande,Rural,69340,2017
200114,Piura,Piura,Tambo Grande,Total,115877,2017
200115,Piura,Piura,Veintiseis de Octubre,Urbano,170615,2017
200115,Piura,Piura,Veintiseis de Octubre,Rural,76,2017
200115,Piura,Piura,Veintiseis de Octubre,Total,170692,2017
200201,Piura,Ayabaca,Ayabaca,Urbano,6150,2017
200201,Piura,Ayabaca,Ayabaca,Rural,27331,2017
200201,Piura,Ayabaca,Ayabaca,Total,33482,2017
200202,Piura,Ayabaca,Frias,Urbano,2368,2017
200202,Piura,Ayabaca,Frias,Rural,18981,2017
200202,Piura,Ayabaca,Frias,Total,21350,2017
200203,Piura,Ayabaca,Jilili,Urbano,229,2017
200203,Piura,Ayabaca,Jilili,Rural,2456,2017
200203,Piura,Ayabaca,Jilili,Total,2685,2017
200204,Piura,Ayabaca,Lagunas,Urbano,360,2017
200204,Piura,Ayabaca,Lagunas,Rural,5519,2017
200204,Piura,Ayabaca,Lagunas,Total,5880,2017
200205,Piura,Ayabaca,Montero,Urbano,1152,2017
200205,Piura,Ayabaca,Montero,Rural,5506,2017
200205,Piura,Ayabaca,Montero,Total,6658,2017
200206,Piura,Ayabaca,Pacaipampa,Urbano,1526,2017
200206,Piura,Ayabaca,Pacaipampa,Rural,21661,2017
200206,Piura,Ayabaca,Pacaipampa,Total,23187,2017
200207,Piura,Ayabaca,Paimas,Urbano,3300,2017
200207,Piura,Ayabaca,Paimas,Rural,6759,2017
200207,Piura,Ayabaca,Paimas,Total,10059,2017
200208,Piura,Ayabaca,Sapillica,Urbano,1065,2017
200208,Piura,Ayabaca,Sapillica,Rural,9835,2017
200208,Piura,Ayabaca,Sapillica,Total,10901,2017
200209,Piura,Ayabaca,Sicchez,Urbano,919,2017
200209,Piura,Ayabaca,Sicchez,Rural,808,2017
200209,Piura,Ayabaca,Sicchez,Total,1727,2017
200210,Piura,Ayabaca,Suyo,Urbano,3622,2017
200210,Piura,Ayabaca,Suyo,Rural,8178,2017
200210,Piura,Ayabaca,Suyo,Total,11800,2017
200301,Piura,Huancabamba,Huancabamba,Urbano,9120,2017
200301,Piura,Huancabamba,Huancabamba,Rural,19994,2017
200301,Piura,Huancabamba,Huancabamba,Total,29114,2017
200302,Piura,Huancabamba,Canchaque,Urbano,2412,2017
200302,Piura,Huancabamba,Canchaque,Rural,5344,2017
200302,Piura,Huancabamba,Canchaque,Total,7756,2017
200303,Piura,Huancabamba,El Carmen de la Frontera,Urbano,575,2017
200303,Piura,Huancabamba,El Carmen de la Frontera,Rural,11208,2017
200303,Piura,Huancabamba,El Carmen de la Frontera,Total,11783,2017
200304,Piura,Huancabamba,Huarmaca,Urbano,3556,2017
200304,Piura,Huancabamba,Huarmaca,Rural,33710,2017
200304,Piura,Huancabamba,Huarmaca,Total,37267,2017
200305,Piura,Huancabamba,Lalaquiz,Urbano,1449,2017
200305,Piura,Huancabamba,Lalaquiz,Rural,2838,2017
200305,Piura,Huancabamba,Lalaquiz,Total,4288,2017
200306,Piura,Huancabamba,San Miguel de El Faique,Urbano,2314,2017
200306,Piura,Huancabamba,San Miguel de El Faique,Rural,6869,2017
200306,Piura,Huancabamba,San Miguel de El Faique,Total,9183,2017
200307,Piura,Huancabamba,Sondor,Urbano,1398,2017
200307,Piura,Huancabamba,Sondor,Rural,6095,2017
200307,Piura,Huancabamba,Sondor,Total,7493,2017
200308,Piura,Huancabamba,Sondorillo,Urbano,675,2017
200308,Piura,Huancabamba,Sondorillo,Rural,10182,2017
200308,Piura,Huancabamba,Sondorillo,Total,10858,2017
200401,Piura,Morropón,Chulucanas,Urbano,64903,2017
200401,Piura,Morropón,Chulucanas,Rural,20552,2017
200401,Piura,Morropón,Chulucanas,Total,85456,2017
200402,Piura,Morropón,Buenos Aires,Urbano,7994,2017
200402,Piura,Morropón,Buenos Aires,Rural,1740,2017
200402,Piura,Morropón,Buenos Aires,Total,9735,2017
200403,Piura,Morropón,Chalaco,Urbano,1238,2017
200403,Piura,Morropón,Chalaco,Rural,6755,2017
200403,Piura,Morropón,Chalaco,Total,7993,2017
200404,Piura,Morropón,La Matanza,Urbano,9346,2017
200404,Piura,Morropón,La Matanza,Rural,4998,2017
200404,Piura,Morropón,La Matanza,Total,14344,2017
200405,Piura,Morropón,Morropón,Urbano,12278,2017
200405,Piura,Morropón,Morropón,Rural,3178,2017
200405,Piura,Morropón,Morropón,Total,15457,2017
200406,Piura,Morropón,Salitral,Urbano,6333,2017
200406,Piura,Morropón,Salitral,Rural,2489,2017
200406,Piura,Morropón,Salitral,Total,8823,2017
200407,Piura,Morropón,San Juan de Bigote,Urbano,4067,2017
200407,Piura,Morropón,San Juan de Bigote,Rural,2587,2017
200407,Piura,Morropón,San Juan de Bigote,Total,6655,2017
200408,Piura,Morropón,Santa Catalina de Mossa,Urbano,1684,2017
200408,Piura,Morropón,Santa Catalina de Mossa,Rural,2161,2017
200408,Piura,Morropón,Santa Catalina de Mossa,Total,3846,2017
200409,Piura,Morropón,Santo Domingo,Urbano,1156,2017
200409,Piura,Morropón,Santo Domingo,Rural,5131,2017
200409,Piura,Morropón,Santo Domingo,Total,6288,2017
200410,Piura,Morropón,Yamango,Urbano,2017,2017
200410,Piura,Morropón,Yamango,Rural,6844,2017
200410,Piura,Morropón,Yamango,Total,8862,2017
200501,Piura,Paita,Paita,Urbano,93434,2017
200501,Piura,Paita,Paita,Rural,5,2017
200501,Piura,Paita,Paita,Total,93440,2017
200502,Piura,Paita,Amotape,Urbano,2359,2017
200502,Piura,Paita,Amotape,Rural,77,2017
200502,Piura,Paita,Amotape,Total,2437,2017
200503,Piura,Paita,Arenal,Urbano,978,2017
200503,Piura,Paita,Arenal,Rural,216,2017
200503,Piura,Paita,Arenal,Total,1195,2017
200504,Piura,Paita,Colan,Urbano,14104,2017
200504,Piura,Paita,Colan,Rural,1503,2017
200504,Piura,Paita,Colan,Total,15607,2017
200505,Piura,Paita,La Huaca,Urbano,12257,2017
200505,Piura,Paita,La Huaca,Rural,931,2017
200505,Piura,Paita,La Huaca,Total,13189,2017
200506,Piura,Paita,Tamarindo,Urbano,4949,2017
200506,Piura,Paita,Tamarindo,Rural,88,2017
200506,Piura,Paita,Tamarindo,Total,5038,2017
200507,Piura,Paita,Vichayal,Urbano,4351,2017
200507,Piura,Paita,Vichayal,Rural,1449,2017
200507,Piura,Paita,Vichayal,Total,5801,2017
200601,Piura,Sullana,Sullana,Urbano,171104,2017
200601,Piura,Sullana,Sullana,Rural,8004,2017
200601,Piura,Sullana,Sullana,Total,179109,2017
200602,Piura,Sullana,Bellavista,Urbano,37677,2017
200602,Piura,Sullana,Bellavista,Total,37677,2017
200603,Piura,Sullana,Ignacio Escudero,Urbano,20321,2017
200603,Piura,Sullana,Ignacio Escudero,Rural,157,2017
200603,Piura,Sullana,Ignacio Escudero,Total,20478,2017
200604,Piura,Sullana,Lancones,Urbano,592,2017
200604,Piura,Sullana,Lancones,Rural,12435,2017
200604,Piura,Sullana,Lancones,Total,13028,2017
200605,Piura,Sullana,Marcavelica,Urbano,28474,2017
200605,Piura,Sullana,Marcavelica,Rural,1875,2017
200605,Piura,Sullana,Marcavelica,Total,30349,2017
200606,Piura,Sullana,Miguel Checa,Urbano,9186,2017
200606,Piura,Sullana,Miguel Checa,Rural,219,2017
200606,Piura,Sullana,Miguel Checa,Total,9405,2017
200607,Piura,Sullana,Querecotillo,Urbano,24694,2017
200607,Piura,Sullana,Querecotillo,Rural,2180,2017
200607,Piura,Sullana,Querecotillo,Total,26875,2017
200608,Piura,Sullana,Salitral,Urbano,6655,2017
200608,Piura,Sullana,Salitral,Rural,535,2017
200608,Piura,Sullana,Salitral,Total,7190,2017
200701,Piura,Talara,Pariñas,Urbano,99019,2017
200701,Piura,Talara,Pariñas,Rural,531,2017
200701,Piura,Talara,Pariñas,Total,99551,2017
200702,Piura,Talara,El Alto,Urbano,8411,2017
200702,Piura,Talara,El Alto,Total,8411,2017
200703,Piura,Talara,La Brea,Urbano,12616,2017
200703,Piura,Talara,La Brea,Rural,216,2017
200703,Piura,Talara,La Brea,Total,12832,2017
200704,Piura,Talara,Lobitos,Urbano,1339,2017
200704,Piura,Talara,Lobitos,Rural,42,2017
200704,Piura,Talara,Lobitos,Total,1381,2017
200705,Piura,Talara,Los Organos,Urbano,10941,2017
200705,Piura,Talara,Los Organos,Rural,55,2017
200705,Piura,Talara,Los Organos,Total,10996,2017
200706,Piura,Talara,Mancora,Urbano,12933,2017
200706,Piura,Talara,Mancora,Rural,139,2017
200706,Piura,Talara,Mancora,Total,13072,2017
200801,Piura,Sechura,Sechura,Urbano,44312,2017
200801,Piura,Sechura,Sechura,Rural,1465,2017
200801,Piura,Sechura,Sechura,Total,45777,2017
200802,Piura,Sechura,Bellavista de la Unión,Urbano,4659,2017
200802,Piura,Sechura,Bellavista de la Unión,Rural,181,2017
200802,Piura,Sechura,Bellavista de la Unión,Total,4840,2017
200803,Piura,Sechura,Bernal,Urbano,6715,2017
200803,Piura,Sechura,Bernal,Rural,460,2017
200803,Piura,Sechura,Bernal,Total,7176,2017
200804,Piura,Sechura,Cristo Nos Valga,Urbano,2733,2017
200804,Piura,Sechura,Cristo Nos Valga,Rural,1763,2017
200804,Piura,Sechura,Cristo Nos Valga,Total,4497,2017
200805,Piura,Sechura,Vice,Urbano,15878,2017
200805,Piura,Sechura,Vice,Rural,411,2017
200805,Piura,Sechura,Vice,Total,16289,2017
200806,Piura,Sechura,Rinconada Llicuar,Urbano,3024,2017
200806,Piura,Sechura,Rinconada Llicuar,Rural,5,2017
200806,Piura,Sechura,Rinconada Llicuar,Total,3030,2017
210101,Puno,Puno,Puno,Urbano,133318,2017
210101,Puno,Puno,Puno,Rural,5776,2017
210101,Puno,Puno,Puno,Total,139095,2017
210102,Puno,Puno,Acora,Urbano,3929,2017
210102,Puno,Puno,Acora,Rural,20324,2017
210102,Puno,Puno,Acora,Total,24254,2017
210103,Puno,Puno,Amantani,Urbano,419,2017
210103,Puno,Puno,Amantani,Rural,3137,2017
210103,Puno,Puno,Amantani,Total,3557,2017
210104,Puno,Puno,Atuncolla,Urbano,349,2017
210104,Puno,Puno,Atuncolla,Rural,4467,2017
210104,Puno,Puno,Atuncolla,Total,4816,2017
210105,Puno,Puno,Capachica,Urbano,1144,2017
210105,Puno,Puno,Capachica,Rural,6681,2017
210105,Puno,Puno,Capachica,Total,7825,2017
