ubigeo,distrito,tipo_area,poblacion,anio
110506,"Ica, Pisco, distrito: San Andrés",Urbano censal,13186,2017
110506,"Ica, Pisco, distrito: San Andrés",Rural censal,1852,2017
110506,"Ica, Pisco, distrito: San Andrés",Total,15038,2017
110507,"Ica, Pisco, distrito: San Clemente",Urbano censal,25368,2017
110507,"Ica, Pisco, distrito: San Clemente",Rural censal,674,2017
110507,"Ica, Pisco, distrito: San Clemente",Total,26042,2017
110508,"Ica, Pisco, distrito: Tupac Amaru Inca",Urbano censal,17980,2017
110508,"Ica, Pisco, distrito: Tupac Amaru Inca",Rural censal,119,2017
110508,"Ica, Pisco, distrito: Tupac Amaru Inca",Total,18099,2017
120101,"Junín, Huancayo, distrito: Huancayo",Urbano censal,119977,2017
120101,"Junín, Huancayo, distrito: Huancayo",Rural censal,1517,2017
120101,"Junín, Huancayo, distrito: Huancayo",Total,121495,2017
120104,"Junín, Huancayo, distrito: Carhuacallanga",Urbano censal,526,2017
120104,"Junín, Huancayo, distrito: Carhuacallanga",Total,526,2017
120105,"Junín, Huancayo, distrito: Chacapampa",Urbano censal,513,2017
120105,"Junín, Huancayo, distrito: Chacapampa",Rural censal,476,2017
120105,"Junín, Huancayo, distrito: Chacapampa",Total,990,2017
120106,"Junín, Huancayo, distrito: Chicche",Urbano censal,457,2017
120106,"Junín, Huancayo, distrito: Chicche",Rural censal,321,2017
120106,"Junín, Huancayo, distrito: Chicche",Total,778,2017
120107,"Junín, Huancayo, distrito: Chilca",Urbano censal,94790,2017
120107,"Junín, Huancayo, distrito: Chilca",Rural censal,57,2017
120107,"Junín, Huancayo, distrito: Chilca",Total,94847,2017
120108,"Junín, Huancayo, distrito: Chongos Alto",Urbano censal,907,2017
120108,"Junín, Huancayo, distrito: Chongos Alto",Rural censal,641,2017
120108,"Junín, Huancayo, distrito: Chongos Alto",Total,1548,2017
120111,"Junín, Huancayo, distrito: Chupuro",Urbano censal,836,2017
120111,"Junín, Huancayo, distrito: Chupuro",Rural censal,1237,2017
120111,"Junín, Huancayo, distrito: Chupuro",Total,2074,2017
120112,"Junín, Huancayo, distrito: Colca",Urbano censal,668,2017
120112,"Junín, Huancayo, distrito: Colca",Rural censal,402,2017
120112,"Junín, Huancayo, distrito: Colca",Total,1070,2017
120113,"Junín, Huancayo, distrito: Cullhuas",Urbano censal,738,2017
120113,"Junín, Huancayo, distrito: Cullhuas",Rural censal,677,2017
120113,"Junín, Huancayo, distrito: Cullhuas",Total,1416,2017
120114,"Junín, Huancayo, distrito: El Tambo",Urbano censal,161533,2017
120114,"Junín, Huancayo, distrito: El Tambo",Rural censal,7504,2017
120114,"Junín, Huancayo, distrito: El Tambo",Total,169038,2017
120116,"Junín, Huancayo, distrito: Huacrapuquio",Urbano censal,1342,2017
120116,"Junín, Huancayo, distrito: Huacrapuquio",Rural censal,70,2017
120116,"Junín, Huancayo, distrito: Huacrapuquio",Total,1413,2017
120117,"Junín, Huancayo, distrito: Hualhuas",Urbano censal,5483,2017
120117,"Junín, Huancayo, distrito: Hualhuas",Total,5483,2017
120119,"Junín, Huancayo, distrito: Huancan",Urbano censal,24704,2017
120119,"Junín, Huancayo, distrito: Huancan",Rural censal,1267,2017
120119,"Junín, Huancayo, distrito: Huancan",Total,25971,2017
120120,"Junín, Huancayo, distrito: Huasicancha",Urbano censal,654,2017
120120,"Junín, Huancayo, distrito: Huasicancha",Rural censal,212,2017
120120,"Junín, Huancayo, distrito: Huasicancha",Total,867,2017
120121,"Junín, Huancayo, distrito: Huayucachi",Urbano censal,10172,2017
120121,"Junín, Huancayo, distrito: Huayucachi",Rural censal,73,2017
120121,"Junín, Huancayo, distrito: Huayucachi",Total,10245,2017
120122,"Junín, Huancayo, distrito: Ingenio",Urbano censal,2215,2017
120122,"Junín, Huancayo, distrito: Ingenio",Rural censal,269,2017
120122,"Junín, Huancayo, distrito: Ingenio",Total,2484,2017
120124,"Junín, Huancayo, distrito: Pariahuanca",Urbano censal,153,2017
120124,"Junín, Huancayo, distrito: Pariahuanca",Rural censal,5373,2017
120124,"Junín, Huancayo, distrito: Pariahuanca",Total,5526,2017
120125,"Junín, Huancayo, distrito: Pilcomayo",Urbano censal,21237,2017
120125,"Junín, Huancayo, distrito: Pilcomayo",Total,21237,2017
120126,"Junín, Huancayo, distrito: Pucara",Urbano censal,2884,2017
120126,"Junín, Huancayo, distrito: Pucara",Rural censal,2121,2017
120126,"Junín, Huancayo, distrito: Pucara",Total,5006,2017
120127,"Junín, Huancayo, distrito: Quichuay",Urbano censal,1165,2017
120127,"Junín, Huancayo, distrito: Quichuay",Rural censal,760,2017
120127,"Junín, Huancayo, distrito: Quichuay",Total,1926,2017
120128,"Junín, Huancayo, distrito: Quilcas",Urbano censal,3040,2017
120128,"Junín, Huancayo, distrito: Quilcas",Rural censal,974,2017
120128,"Junín, Huancayo, distrito: Quilcas",Total,4015,2017
120129,"Junín, Huancayo, distrito: San Agustín",Urbano censal,15436,2017
120129,"Junín, Huancayo, distrito: San Agustín",Rural censal,1046,2017
120129,"Junín, Huancayo, distrito: San Agustín",Total,16483,2017
120130,"Junín, Huancayo, distrito: San Jerónimo de Tunan",Urbano censal,12228,2017
120130,"Junín, Huancayo, distrito: San Jerónimo de Tunan",Total,12228,2017
120132,"Junín, Huancayo, distrito: Saño",Urbano censal,5714,2017
120132,"Junín, Huancayo, distrito: Saño",Rural censal,23,2017
120132,"Junín, Huancayo, distrito: Saño",Total,5737,2017
120133,"Junín, Huancayo, distrito: Sapallanga",Urbano censal,20084,2017
120133,"Junín, Huancayo, distrito: Sapallanga",Rural censal,2031,2017
120133,"Junín, Huancayo, distrito: Sapallanga",Total,22115,2017
120134,"Junín, Huancayo, distrito: Sicaya",Urbano censal,17327,2017
120134,"Junín, Huancayo, distrito: Sicaya",Rural censal,451,2017
120134,"Junín, Huancayo, distrito: Sicaya",Total,17778,2017
120135,"Junín, Huancayo, distrito: Santo Domingo de Acobamba",Urbano censal,392,2017
120135,"Junín, Huancayo, distrito: Santo Domingo de Acobamba",Rural censal,6303,2017
120135,"Junín, Huancayo, distrito: Santo Domingo de Acobamba",Total,6696,2017
120136,"Junín, Huancayo, distrito: Viques",Urbano censal,2686,2017
120136,"Junín, Huancayo, distrito: Viques",Rural censal,54,2017
120136,"Junín, Huancayo, distrito: Viques",Total,2740,2017
120201,"Junín, Concepción, distrito: Concepción",Urbano censal,14716,2017
120201,"Junín, Concepción, distrito: Concepción",Rural censal,1452,2017
120201,"Junín, Concepción, distrito: Concepción",Total,16169,2017
120202,"Junín, Concepción, distrito: Aco",Urbano censal,1506,2017
120202,"Junín, Concepción, distrito: Aco",Rural censal,187,2017
120202,"Junín, Concepción, distrito: Aco",Total,1693,2017
120203,"Junín, Concepción, distrito: Andamarca",Urbano censal,446,2017
120203,"Junín, Concepción, distrito: Andamarca",Rural censal,3268,2017
120203,"Junín, Concepción, distrito: Andamarca",Total,3715,2017
120204,"Junín, Concepción, distrito: Chambara",Urbano censal,868,2017
120204,"Junín, Concepción, distrito: Chambara",Rural censal,1857,2017
120204,"Junín, Concepción, distrito: Chambara",Total,2725,2017
120205,"Junín, Concepción, distrito: Cochas",Urbano censal,399,2017
120205,"Junín, Concepción, distrito: Cochas",Rural censal,1611,2017
120205,"Junín, Concepción, distrito: Cochas",Total,2011,2017
120206,"Junín, Concepción, distrito: Comas",Urbano censal,1032,2017
120206,"Junín, Concepción, distrito: Comas",Rural censal,4745,2017
120206,"Junín, Concepción, distrito: Comas",Total,5778,2017
120207,"Junín, Concepción, distrito: Heroínas Toledo",Urbano censal,139,2017
120207,"Junín, Concepción, distrito: Heroínas Toledo",Rural censal,888,2017
120207,"Junín, Concepción, distrito: Heroínas Toledo",Total,1028,2017
120208,"Junín, Concepción, distrito: Manzanares",Urbano censal,1428,2017
120208,"Junín, Concepción, distrito: Manzanares",Rural censal,99,2017
120208,"Junín, Concepción, distrito: Manzanares",Total,1527,2017
120209,"Junín, Concepción, distrito: Mariscal Castilla",Urbano censal,379,2017
120209,"Junín, Concepción, distrito: Mariscal Castilla",Rural censal,1087,2017
120209,"Junín, Concepción, distrito: Mariscal Castilla",Total,1466,2017
120210,"Junín, Concepción, distrito: Matahuasi",Urbano censal,4543,2017
120210,"Junín, Concepción, distrito: Matahuasi",Rural censal,1495,2017
120210,"Junín, Concepción, distrito: Matahuasi",Total,6039,2017
120211,"Junín, Concepción, distrito: Mito",Urbano censal,985,2017
120211,"Junín, Concepción, distrito: Mito",Rural censal,469,2017
120211,"Junín, Concepción, distrito: Mito",Total,1455,2017
120212,"Junín, Concepción, distrito: Nueve de Julio",Urbano censal,2076,2017
120212,"Junín, Concepción, distrito: Nueve de Julio",Rural censal,283,2017
120212,"Junín, Concepción, distrito: Nueve de Julio",Total,2360,2017
120213,"Junín, Concepción, distrito: Orcotuna",Urbano censal,4323,2017
120213,"Junín, Concepción, distrito: Orcotuna",Rural censal,621,2017
120213,"Junín, Concepción, distrito: Orcotuna",Total,4945,2017
120214,"Junín, Concepción, distrito: San José de Quero",Urbano censal,2583,2017
120214,"Junín, Concepción, distrito: San José de Quero",Rural censal,3243,2017
120214,"Junín, Concepción, distrito: San José de Quero",Total,5827,2017
120215,"Junín, Concepción, distrito: Santa Rosa de Ocopa",Urbano censal,1911,2017
120215,"Junín, Concepción, distrito: Santa Rosa de Ocopa",Rural censal,179,2017
120215,"Junín, Concepción, distrito: Santa Rosa de Ocopa",Total,2090,2017
120301,"Junín, Chanchamayo, distrito: Chanchamayo",Urbano censal,25154,2017
120301,"Junín, Chanchamayo, distrito: Chanchamayo",Rural censal,3198,2017
120301,"Junín, Chanchamayo, distrito: Chanchamayo",Total,28352,2017
120302,"Junín, Chanchamayo, distrito: Perene",Urbano censal,36147,2017
120302,"Junín, Chanchamayo, distrito: Perene",Rural censal,22775,2017
120302,"Junín, Chanchamayo, distrito: Perene",Total,58922,2017
120303,"Junín, Chanchamayo, distrito: Pichanaqui",Urbano censal,25262,2017
120303,"Junín, Chanchamayo, distrito: Pichanaqui",Rural censal,18783,2017
120303,"Junín, Chanchamayo, distrito: Pichanaqui",Total,44045,2017
120304,"Junín, Chanchamayo, distrito: San Luis de Shuaro",Urbano censal,1937,2017
120304,"Junín, Chanchamayo, distrito: San Luis de Shuaro",Rural censal,2459,2017
120304,"Junín, Chanchamayo, distrito: San Luis de Shuaro",Total,4396,2017
120305,"Junín, Chanchamayo, distrito: San Ramón",Urbano censal,23196,2017
120305,"Junín, Chanchamayo, distrito: San Ramón",Rural censal,5311,2017
120305,"Junín, Chanchamayo, distrito: San Ramón",Total,28508,2017
120306,"Junín, Chanchamayo, distrito: Vitoc",Urbano censal,498,2017
120306,"Junín, Chanchamayo, distrito: Vitoc",Rural censal,1354,2017
120306,"Junín, Chanchamayo, distrito: Vitoc",Total,1852,2017
120401,"Junín, Jauja, distrito: Jauja",Urbano censal,18995,2017
120401,"Junín, Jauja, distrito: Jauja",Rural censal,124,2017
120401,"Junín, Jauja, distrito: Jauja",Total,19119,2017
120402,"Junín, Jauja, distrito: Acolla",Urbano censal,4706,2017
120402,"Junín, Jauja, distrito: Acolla",Rural censal,1778,2017
120402,"Junín, Jauja, distrito: Acolla",Total,6485,2017
120403,"Junín, Jauja, distrito: Apata",Urbano censal,1802,2017
120403,"Junín, Jauja, distrito: Apata",Rural censal,2835,2017
120403,"Junín, Jauja, distrito: Apata",Total,4637,2017
120404,"Junín, Jauja, distrito: Ataura",Urbano censal,1064,2017
120404,"Junín, Jauja, distrito: Ataura",Rural censal,287,2017
120404,"Junín, Jauja, distrito: Ataura",Total,1352,2017
120405,"Junín, Jauja, distrito: Canchayllo",Urbano censal,1430,2017
120405,"Junín, Jauja, distrito: Canchayllo",Rural censal,269,2017
120405,"Junín, Jauja, distrito: Canchayllo",Total,1700,2017
120406,"Junín, Jauja, distrito: Curicaca",Urbano censal,461,2017
120406,"Junín, Jauja, distrito: Curicaca",Rural censal,1042,2017
120406,"Junín, Jauja, distrito: Curicaca",Total,1504,2017
120407,"Junín, Jauja, distrito: El Mantaro",Urbano censal,2554,2017
120407,"Junín, Jauja, distrito: El Mantaro",Rural censal,149,2017
120407,"Junín, Jauja, distrito: El Mantaro",Total,2704,2017
120408,"Junín, Jauja, distrito: Huamali",Urbano censal,1335,2017
120408,"Junín, Jauja, distrito: Huamali",Rural censal,375,2017
120408,"Junín, Jauja, distrito: Huamali",Total,1711,2017
120409,"Junín, Jauja, distrito: Huaripampa",Urbano censal,1047,2017
120409,"Junín, Jauja, distrito: Huaripampa",Rural censal,28,2017
120409,"Junín, Jauja, distrito: Huaripampa",Total,1075,2017
120410,"Junín, Jauja, distrito: Huertas",Urbano censal,1564,2017
120410,"Junín, Jauja, distrito: Huertas",Rural censal,574,2017
120410,"Junín, Jauja, distrito: Huertas",Total,2139,2017
120411,"Junín, Jauja, distrito: Janjaillo",Urbano censal,202,2017
120411,"Junín, Jauja, distrito: Janjaillo",Rural censal,391,2017
120411,"Junín, Jauja, distrito: Janjaillo",Total,593,2017
120412,"Junín, Jauja, distrito: Julcán",Urbano censal,773,2017
120412,"Junín, Jauja, distrito: Julcán",Total,773,2017
120413,"Junín, Jauja, distrito: Leonor Ordoñez",Urbano censal,1368,2017
120413,"Junín, Jauja, distrito: Leonor Ordoñez",Rural censal,246,2017
120413,"Junín, Jauja, distrito: Leonor Ordoñez",Total,1614,2017
120414,"Junín, Jauja, distrito: Llocllapampa",Urbano censal,847,2017
120414,"Junín, Jauja, distrito: Llocllapampa",Rural censal,357,2017
120414,"Junín, Jauja, distrito: Llocllapampa",Total,1205,2017
120415,"Junín, Jauja, distrito: Marco",Urbano censal,1164,2017
120415,"Junín, Jauja, distrito: Marco",Rural censal,382,2017
120415,"Junín, Jauja, distrito: Marco",Total,1546,2017
120416,"Junín, Jauja, distrito: Masma",Urbano censal,718,2017
120416,"Junín, Jauja, distrito: Masma",Rural censal,1132,2017
120416,"Junín, Jauja, distrito: Masma",Total,1850,2017
120417,"Junín, Jauja, distrito: Masma Chicche",Urbano censal,252,2017
120417,"Junín, Jauja, distrito: Masma Chicche",Rural censal,517,2017
120417,"Junín, Jauja, distrito: Masma Chicche",Total,770,2017
120418,"Junín, Jauja, distrito: Molinos",Urbano censal,1255,2017
120418,"Junín, Jauja, distrito: Molinos",Rural censal,389,2017
120418,"Junín, Jauja, distrito: Molinos",Total,1645,2017
120419,"Junín, Jauja, distrito: Monobamba",Urbano censal,441,2017
120419,"Junín, Jauja, distrito: Monobamba",Rural censal,1332,2017
120419,"Junín, Jauja, distrito: Monobamba",Total,1773,2017
120420,"Junín, Jauja, distrito: Muqui",Urbano censal,1047,2017
120420,"Junín, Jauja, distrito: Muqui",Rural censal,4,2017
120420,"Junín, Jauja, distrito: Muqui",Total,1051,2017
120421,"Junín, Jauja, distrito: Muquiyauyo",Urbano censal,2348,2017
120421,"Junín, Jauja, distrito: Muquiyauyo",Rural censal,25,2017
120421,"Junín, Jauja, distrito: Muquiyauyo",Total,2374,2017
120422,"Junín, Jauja, distrito: Paca",Urbano censal,626,2017
120422,"Junín, Jauja, distrito: Paca",Rural censal,311,2017
120422,"Junín, Jauja, distrito: Paca",Total,938,2017
120423,"Junín, Jauja, distrito: Paccha",Urbano censal,480,2017
120423,"Junín, Jauja, distrito: Paccha",Rural censal,1042,2017
120423,"Junín, Jauja, distrito: Paccha",Total,1523,2017
120424,"Junín, Jauja, distrito: Pancan",Urbano censal,685,2017
120424,"Junín, Jauja, distrito: Pancan",Rural censal,599,2017
120424,"Junín, Jauja, distrito: Pancan",Total,1284,2017
120425,"Junín, Jauja, distrito: Parco",Urbano censal,958,2017
120425,"Junín, Jauja, distrito: Parco",Rural censal,253,2017
120425,"Junín, Jauja, distrito: Parco",Total,1212,2017
120426,"Junín, Jauja, distrito: Pomacancha",Urbano censal,531,2017
120426,"Junín, Jauja, distrito: Pomacancha",Rural censal,974,2017
120426,"Junín, Jauja, distrito: Pomacancha",Total,1506,2017
120427,"Junín, Jauja, distrito: Ricran",Urbano censal,736,2017
120427,"Junín, Jauja, distrito: Ricran",Rural censal,609,2017
120427,"Junín, Jauja, distrito: Ricran",Total,1346,2017
120428,"Junín, Jauja, distrito: San Lorenzo",Urbano censal,2275,2017
120428,"Junín, Jauja, distrito: San Lorenzo",Rural censal,399,2017
120428,"Junín, Jauja, distrito: San Lorenzo",Total,2674,2017
120429,"Junín, Jauja, distrito: San Pedro de Chunan",Urbano censal,720,2017
120429,"Junín, Jauja, distrito: San Pedro de Chunan",Rural censal,3,2017
120429,"Junín, Jauja, distrito: San Pedro de Chunan",Total,723,2017
120430,"Junín, Jauja, distrito: Sausa",Urbano censal,3224,2017
120430,"Junín, Jauja, distrito: Sausa",Total,3224,2017
120431,"Junín, Jauja, distrito: Sincos",Urbano censal,2313,2017
120431,"Junín, Jauja, distrito: Sincos",Rural censal,1934,2017
120431,"Junín, Jauja, distrito: Sincos",Total,4248,2017
120432,"Junín, Jauja, distrito: Tunan Marca",Urbano censal,929,2017
120432,"Junín, Jauja, distrito: Tunan Marca",Rural censal,136,2017
120432,"Junín, Jauja, distrito: Tunan Marca",Total,1066,2017
120433,"Junín, Jauja, distrito: Yauli",Urbano censal,968,2017
120433,"Junín, Jauja, distrito: Yauli",Rural censal,181,2017
120433,"Junín, Jauja, distrito: Yauli",Total,1150,2017
120434,"Junín, Jauja, distrito: Yauyos",Urbano censal,9476,2017
120434,"Junín, Jauja, distrito: Yauyos",Rural censal,385,2017
120434,"Junín, Jauja, distrito: Yauyos",Total,9862,2017
120501,"Junín, Junín, distrito: Junín",Urbano censal,10600,2017
120501,"Junín, Junín, distrito: Junín",Rural censal,793,2017
120501,"Junín, Junín, distrito: Junín",Total,11393,2017
120502,"Junín, Junín, distrito: Carhuamayo",Urbano censal,6562,2017
120502,"Junín, Junín, distrito: Carhuamayo",Rural censal,301,2017
120502,"Junín, Junín, distrito: Carhuamayo",Total,6863,2017
120503,"Junín, Junín, distrito: Ondores",Urbano censal,586,2017
120503,"Junín, Junín, distrito: Ondores",Rural censal,689,2017
120503,"Junín, Junín, distrito: Ondores",Total,1276,2017
120504,"Junín, Junín, distrito: Ulcumayo",Urbano censal,1028,2017
120504,"Junín, Junín, distrito: Ulcumayo",Rural censal,3396,2017
120504,"Junín, Junín, distrito: Ulcumayo",Total,4424,2017
120601,"Junín, Satipo, distrito: Satipo",Urbano censal,28688,2017
120601,"Junín, Satipo, distrito: Satipo",Rural censal,12361,2017
120601,"Junín, Satipo, distrito: Satipo",Total,41049,2017
120602,"Junín, Satipo, distrito: Coviriali",Urbano censal,338,2017
120602,"Junín, Satipo, distrito: Coviriali",Rural censal,5909,2017
120602,"Junín, Satipo, distrito: Coviriali",Total,6247,2017
120603,"Junín, Satipo, distrito: Llaylla",Urbano censal,1631,2017
120603,"Junín, Satipo, distrito: Llaylla",Rural censal,5304,2017
120603,"Junín, Satipo, distrito: Llaylla",Total,6935,2017
120604,"Junín, Satipo, distrito: Mazamari",Urbano censal,17700,2017
120604,"Junín, Satipo, distrito: Mazamari",Rural censal,22510,2017
120604,"Junín, Satipo, distrito: Mazamari",Total,40210,2017
120605,"Junín, Satipo, distrito: Pampa Hermosa",Urbano censal,406,2017
120605,"Junín, Satipo, distrito: Pampa Hermosa",Rural censal,3683,2017
120605,"Junín, Satipo, distrito: Pampa Hermosa",Total,4089,2017
120606,"Junín, Satipo, distrito: Pangoa",Urbano censal,24758,2017
120606,"Junín, Satipo, distrito: Pangoa",Rural censal,36124,2017
120606,"Junín, Satipo, distrito: Pangoa",Total,60883,2017
120607,"Junín, Satipo, distrito: Río Negro",Urbano censal,5263,2017
120607,"Junín, Satipo, distrito: Río Negro",Rural censal,27040,2017
120607,"Junín, Satipo, distrito: Río Negro",Total,32304,2017
120608,"Junín, Satipo, distrito: Río Tambo",Urbano censal,2077,2017
120608,"Junín, Satipo, distrito: Río Tambo",Rural censal,27053,2017
120608,"Junín, Satipo, distrito: Río Tambo",Total,29130,2017
120609,"Junín, Satipo, distrito: Vizcatan del Ene",Urbano censal,519,2017
120609,"Junín, Satipo, distrito: Vizcatan del Ene",Rural censal,4245,2017
120609,"Junín, Satipo, distrito: Vizcatan del Ene",Total,4764,2017
120701,"Junín, Tarma, distrito: Tarma",Urbano censal,45301,2017
120701,"Junín, Tarma, distrito: Tarma",Rural censal,5169,2017
120701,"Junín, Tarma, distrito: Tarma",Total,50471,2017
120702,"Junín, Tarma, distrito: Acobamba",Urbano censal,6322,2017
120702,"Junín, Tarma, distrito: Acobamba",Rural censal,3742,2017
120702,"Junín, Tarma, distrito: Acobamba",Total,10064,2017
120703,"Junín, Tarma, distrito: Huaricolca",Urbano censal,1379,2017
120703,"Junín, Tarma, distrito: Huaricolca",Rural censal,621,2017
120703,"Junín, Tarma, distrito: Huaricolca",Total,2000,2017
120704,"Junín, Tarma, distrito: Huasahuasi",Urbano censal,4853,2017
120704,"Junín, Tarma, distrito: Huasahuasi",Rural censal,5837,2017
120704,"Junín, Tarma, distrito: Huasahuasi",Total,10690,2017
120705,"Junín, Tarma, distrito: La Unión",Urbano censal,3013,2017
120705,"Junín, Tarma, distrito: La Unión",Rural censal,659,2017
120705,"Junín, Tarma, distrito: La Unión",Total,3673,2017
120706,"Junín, Tarma, distrito: Palca",Urbano censal,3288,2017
120706,"Junín, Tarma, distrito: Palca",Rural censal,2686,2017
120706,"Junín, Tarma, distrito: Palca",Total,5975,2017
120707,"Junín, Tarma, distrito: Palcamayo",Urbano censal,2068,2017
120707,"Junín, Tarma, distrito: Palcamayo",Rural censal,1590,2017
120707,"Junín, Tarma, distrito: Palcamayo",Total,3659,2017
120708,"Junín, Tarma, distrito: San Pedro de Cajas",Urbano censal,3016,2017
120708,"Junín, Tarma, distrito: San Pedro de Cajas",Rural censal,687,2017
120708,"Junín, Tarma, distrito: San Pedro de Cajas",Total,3703,2017
120709,"Junín, Tarma, distrito: Tapo",Urbano censal,876,2017
120709,"Junín, Tarma, distrito: Tapo",Rural censal,3837,2017
120709,"Junín, Tarma, distrito: Tapo",Total,4713,2017
120801,"Junín, Yauli, distrito: La Oroya",Urbano censal,14350,2017
120801,"Junín, Yauli, distrito: La Oroya",Rural censal,160,2017
120801,"Junín, Yauli, distrito: La Oroya",Total,14510,2017
120802,"Junín, Yauli, distrito: Chacapalpa",Urbano censal,264,2017
120802,"Junín, Yauli, distrito: Chacapalpa",Rural censal,442,2017
120802,"Junín, Yauli, distrito: Chacapalpa",Total,707,2017
120803,"Junín, Yauli, distrito: Huay-Huay",Urbano censal,1921,2017
120803,"Junín, Yauli, distrito: Huay-Huay",Rural censal,118,2017
120803,"Junín, Yauli, distrito: Huay-Huay",Total,2040,2017
120804,"Junín, Yauli, distrito: Marcapomacocha",Urbano censal,578,2017
120804,"Junín, Yauli, distrito: Marcapomacocha",Rural censal,279,2017
120804,"Junín, Yauli, distrito: Marcapomacocha",Total,858,2017
120805,"Junín, Yauli, distrito: Morococha",Urbano censal,4671,2017
120805,"Junín, Yauli, distrito: Morococha",Rural censal,550,2017
120805,"Junín, Yauli, distrito: Morococha",Total,5221,2017
120806,"Junín, Yauli, distrito: Paccha",Urbano censal,1248,2017
120806,"Junín, Yauli, distrito: Paccha",Rural censal,431,2017
120806,"Junín, Yauli, distrito: Paccha",Total,1679,2017
120807,"Junín, Yauli, distrito: Santa Bárbara de Carhuacayan",Urbano censal,643,2017
120807,"Junín, Yauli, distrito: Santa Bárbara de Carhuacayan",Rural censal,490,2017
120807,"Junín, Yauli, distrito: Santa Bárbara de Carhuacayan",Total,1134,2017
120808,"Junín, Yauli, distrito: Santa Rosa de Sacco",Urbano censal,9038,2017
120808,"Junín, Yauli, distrito: Santa Rosa de Sacco",Rural censal,21,2017
120808,"Junín, Yauli, distrito: Santa Rosa de Sacco",Total,9059,2017
120809,"Junín, Yauli, distrito: Suitucancha",Urbano censal,449,2017
120809,"Junín, Yauli, distrito: Suitucancha",Rural censal,292,2017
120809,"Junín, Yauli, distrito: Suitucancha",Total,742,2017
120810,"Junín, Yauli, distrito: Yauli",Urbano censal,4487,2017
120810,"Junín, Yauli, distrito: Yauli",Rural censal,1012,2017
120810,"Junín, Yauli, distrito: Yauli",Total,5499,2017
120901,"Junín, Chupaca, distrito: Chupaca",Urbano censal,15445,2017
120901,"Junín, Chupaca, distrito: Chupaca",Rural censal,5943,2017
120901,"Junín, Chupaca, distrito: Chupaca",Total,21389,2017
120902,"Junín, Chupaca, distrito: Ahuac",Urbano censal,3704,2017
120902,"Junín, Chupaca, distrito: Ahuac",Rural censal,2989,2017
120902,"Junín, Chupaca, distrito: Ahuac",Total,6694,2017
120903,"Junín, Chupaca, distrito: Chongos Bajo",Urbano censal,3866,2017
120903,"Junín, Chupaca, distrito: Chongos Bajo",Rural censal,821,2017
120903,"Junín, Chupaca, distrito: Chongos Bajo",Total,4687,2017
120904,"Junín, Chupaca, distrito: Huachac",Urbano censal,1929,2017
120904,"Junín, Chupaca, distrito: Huachac",Rural censal,1231,2017
120904,"Junín, Chupaca, distrito: Huachac",Total,3161,2017
120905,"Junín, Chupaca, distrito: Huamancaca Chico",Urbano censal,7800,2017
120905,"Junín, Chupaca, distrito: Huamancaca Chico",Rural censal,1446,2017
120905,"Junín, Chupaca, distrito: Huamancaca Chico",Total,9246,2017
120906,"Junín, Chupaca, distrito: San Juan de Iscos",Urbano censal,1144,2017
120906,"Junín, Chupaca, distrito: San Juan de Iscos",Rural censal,1169,2017
120906,"Junín, Chupaca, distrito: San Juan de Iscos",Total,2314,2017
120907,"Junín, Chupaca, distrito: San Juan de Jarpa",Urbano censal,1118,2017
120907,"Junín, Chupaca, distrito: San Juan de Jarpa",Rural censal,1669,2017
120907,"Junín, Chupaca, distrito: San Juan de Jarpa",Total,2787,2017
120908,"Junín, Chupaca, distrito: Tres de Diciembre",Urbano censal,2813,2017
120908,"Junín, Chupaca, distrito: Tres de Diciembre",Total,2813,2017
120909,"Junín, Chupaca, distrito: Yanacancha",Urbano censal,547,2017
120909,"Junín, Chupaca, distrito: Yanacancha",Rural censal,2221,2017
120909,"Junín, Chupaca, distrito: Yanacancha",Total,2769,2017
130101,"La Libertad, Trujillo, distrito: Trujillo",Urbano censal,328517,2017
130101,"La Libertad, Trujillo, distrito: Trujillo",Rural censal,146,2017
130101,"La Libertad, Trujillo, distrito: Trujillo",Total,328664,2017
130102,"La Libertad, Trujillo, distrito: El Porvenir",Urbano censal,203936,2017
130102,"La Libertad, Trujillo, distrito: El Porvenir",Total,203936,2017
130103,"La Libertad, Trujillo, distrito: Florencia de Mora",Urbano censal,38025,2017
130103,"La Libertad, Trujillo, distrito: Florencia de Mora",Total,38025,2017
130104,"La Libertad, Trujillo, distrito: Huanchaco",Urbano censal,74107,2017
130104,"La Libertad, Trujillo, distrito: Huanchaco",Rural censal,665,2017
130104,"La Libertad, Trujillo, distrito: Huanchaco",Total,74772,2017
130105,"La Libertad, Trujillo, distrito: La Esperanza",Urbano censal,203775,2017
130105,"La Libertad, Trujillo, distrito: La Esperanza",Total,203775,2017
130106,"La Libertad, Trujillo, distrito: Laredo",Urbano censal,30031,2017
130106,"La Libertad, Trujillo, distrito: Laredo",Rural censal,10004,2017
130106,"La Libertad, Trujillo, distrito: Laredo",Total,40035,2017
130107,"La Libertad, Trujillo, distrito: Moche",Urbano censal,34011,2017
130107,"La Libertad, Trujillo, distrito: Moche",Rural censal,5054,2017
130107,"La Libertad, Trujillo, distrito: Moche",Total,39065,2017
130108,"La Libertad, Trujillo, distrito: Poroto",Urbano censal,1266,2017
130108,"La Libertad, Trujillo, distrito: Poroto",Rural censal,2526,2017
130108,"La Libertad, Trujillo, distrito: Poroto",Total,3792,2017
